id,user,android_sensor_gyroscope_mean,android_sensor_accelerometer_std,android_sensor_gyroscope_std,android_sensor_gyroscope_uncalibrated_mean,android_sensor_accelerometer_max,android_sensor_linear_acceleration_mean,speed_mean,android_sensor_rotation_vector_mean,android_sensor_rotation_vector_max,android_sensor_accelerometer_min,android_sensor_magnetic_field_uncalibrated_min,sound_min,target,acc_gyro,Lin_speed
16170,Luca,0.00165077522136,0.0146255073331,0.000736963641413,0.0162213599906,9.84941095639,0.0209778383629,0.1803785331903315,0.050413140269,0.0563513538347,9.75889547269,51.1997072531,,Still,8.32207627870112e-05,0.0037839517134037673
15871,Luca,0.0363257142488,1.7759442967,0.0202897002181,0.0390225389502,17.1466311902,0.879220182554,14.679876452262643,0.999981228739,0.999999403768,7.70743742161,82.4098901832,89.06514335,Car,0.036325032369336825,12.906843654228528
16811,Luca,0.00152461653211,0.0111991059917,0.000712700740663,0.016301566129,9.84926211274,0.0341102311454,0.1803785331903315,0.610456220789,0.610456220789,9.80481712742,55.5018017726,,Still,0.0009307116463443016,0.006152753460790414
15831,Luca,0.0364403150565,0.862553258429,0.0105527726211,0.0507587448203,12.3042975935,1.48836057989,14.679876452262643,0.998112317214,0.998112317214,7.65967372861,95.6643091367,87.4703770994,Car,0.03637152730105143,21.848949429203184
876,andrea,0.183202097809,0.504117059576,0.0988191384778,0.265652184888,10.8916451194,1.65830750209,14.679876452262643,0.322241915004,0.378193174062,8.96562096134,156.79590908,89.770732316,Car,0.059035394830722274,24.343749250541475
13480,Federica,,0.10385656289,,,9.52004390746,,14.679876452262643,,,9.14902923812,,57.3611272365,Car,,
18786,michelangelo,0.00409986525381,0.0134885934094,0.00180112306541,0.0429908440802,9.8161968759,0.027440833538,34.72213738533318,0.201198417294,0.201317697493,9.7587507121,170.521376959,65.1583690063,Train,0.0008248864001852357,0.9528043920744943
15268,Luca,0.140902237072,1.04468410393,0.119666966016,0.142145208906,14.2026033269,1.00351975401,5.368553579536653,0.929186732937,0.941615192379,6.43164569701,58.6469112605,,Bus,0.13092448932844633,5.387449567526127
343,andrea,0.0415540643649,0.255052884981,0.0300742373795,0.06575401641,10.0278019439,0.2789968597,5.368553579536653,0.780795203731,0.786845052675,8.99613405513,134.611517396,89.8084408315,Bus,0.032445214151643184,1.4978095898219201
4650,andrea,0.0374507823437,0.267790551832,0.0213908240187,0.0304911474402,10.0685281258,0.255171829308,34.72213738533318,0.968082050052,0.96880641366,9.0147864831,140.174223103,89.8157384837,Train,0.03625543014734034,8.860111314099163
12177,Damiano,0.131283456879,0.114261228016,0.00333078345825,0.0671507338295,10.3433459018,0.0717473330069,0.1803785331903315,0.999972632859,0.999997205748,9.55466288207,236.932685918,70.5706212127,Still,0.13127986402612463,0.01294167868810288
4758,andrea,0.0225253837911,0.317446077076,0.0131136008672,0.0449085803462,10.0133646334,0.411267162931,34.72213738533318,0.989397875246,0.990213199365,8.90104806048,138.888984937,89.7921393254,Train,0.02228656686201503,14.280074933366386
9972,Claudio,0.296977564711,2.5084267287,0.231980726229,0.334016276273,13.7248098125,0.398539539639,14.679876452262643,0.5784314442,0.5784314442,3.75871187487,105.677528359,85.0313044729,Car,0.1717811616507827,5.850511203242151
1937,andrea,0.0178786481787,0.14597159067,0.0122156273546,0.0335059199659,10.2042315535,0.534977245566,14.679876452262643,0.329745121496,0.372181426726,9.6081022713,156.751921618,89.7084655786,Car,0.00589539701586967,7.853399869680653
18258,michelangelo,0.0293348051465,0.389263437107,0.00170901635461,0.102843297578,11.3644736774,1.36007825006,5.368553579536653,0.964534722062,0.964534722062,8.52210623851,164.169982878,78.50624183,Bus,0.028294438128722305,7.3016529578095595
3304,andrea,0.0063780323411,0.013581180744,0.00253185174763,0.0344540090415,10.1983757955,0.0207045999672,0.1803785331903315,0.98980001283,0.989846314207,10.1604826012,99.7763464103,80.6208943317,Still,0.006312976493050935,0.003734665372376122
11660,Damiano,0.251735070851,0.298172238027,0.00777323124844,0.0762236447378,10.5730246893,0.101048539571,0.1803785331903315,0.582883063008,0.58757873184,9.18398283068,261.737083313,84.4188895265,Still,0.14673210916416676,0.01822698734884215
2324,andrea,0.10837234276,0.31227376845,0.189651912449,0.209903330707,9.98701393619,0.658520920209,14.679876452262643,0.903642052413,0.908650253525,9.05195189964,86.1578832634,89.7543598185,Car,0.09792980623645152,9.667005749898426
18169,Luca,1.93665054071,4.4969256031,1.21351757798,2.25398694797,20.9653686653,6.58922163101,1.1202056532480036,0.998301852142,0.998301852142,4.1843047427,105.773583079,,Walking,1.9333618217425987,7.381283321561432
3498,andrea,0.0881443672973,0.0543770990962,0.107638935262,0.0713594500739,10.2511188368,0.128744857367,0.1803785331903315,0.997152009535,0.999761568704,10.0852472085,98.4231693989,69.3492021901,Still,0.08789333297969384,0.023222808527657905
7528,andrea,1.83456339615,2.83977790765,1.06683836644,1.58428616183,15.5946688481,12.0929509884,1.1202056532480036,0.761913388391,0.855705945162,6.76255502348,121.218347694,89.7957957723,Walking,1.397778413378747,13.546592061656712
1204,andrea,0.0279314442785,0.739418079628,0.0148528242863,0.0428408517022,11.1785260396,0.16862300451,14.679876452262643,0.339335163889,0.342841129441,8.09991166408,165.517134043,,Car,0.009478121221901269,2.475364873216127
16735,Luca,0.00166860775669,0.0130505485857,0.000685683820603,0.0158787633077,9.8670582747,0.016455381034,0.1803785331903315,0.965331500196,0.965331500196,9.81448161504,21.4667184264,,Still,0.00161075962900424,0.0029681974940009206
16871,Luca,0.00169005949704,0.0237152943931,0.000791428553827,0.0162168342277,9.8803492743,0.0312812142905,0.1803785331903315,0.885836770512,0.885836770512,9.76550354352,45.7364201966,,Still,0.0014971168468310486,0.005642459550132826
11656,Damiano,0.270307147257,0.295130633061,0.140345521348,0.134245888624,11.0034344512,0.127391459126,0.1803785331903315,0.538070381804,0.546785079781,9.05071590701,259.310632073,83.7097098347,Still,0.14544426992892404,0.02297868453812395
18808,michelangelo,0.020230254137,0.254989454534,0.0293594517611,0.107102746911,10.1030227509,0.0441413249499,34.72213738533318,0.281466687121,0.281466687121,9.1185902044,172.112928423,69.7257752192,Train,0.0056941426115572945,1.532681149281063
6597,andrea,1.24405010652,3.69797101517,0.813041532851,1.28561727893,14.5397828723,5.79444833255,1.1202056532480036,0.958244699255,0.981473834843,3.97928408662,142.670624969,89.7597266226,Walking,1.192104420180408,6.490973779575978
432,andrea,0.0296671630204,0.272659905708,0.0319235520185,0.0512741258979,10.6685252075,0.413857486891,5.368553579536653,0.977050842028,0.978160290755,9.75475091193,130.262963983,88.2586141706,Bus,0.028986326609663764,2.2218160926667214
11234,Damiano,0.0763979838236,0.127722180671,0.0593641777364,0.710826682388,10.0140708603,0.0883767488902,0.1803785331903315,0.991817330917,0.992306067461,9.31268511065,260.323274087,57.6504907591,Still,0.07577284440336308,0.015941268332944535
22001,Vincenzo,,3.32867321693,,,18.9514750663,,1.1202056532480036,,,5.05376894561,,67.2985206758,Walking,,
1869,andrea,0.0216035990516,0.27253211059,0.00866473413941,0.0363643622809,10.4860866985,0.350339793552,14.679876452262643,0.458173725994,0.490975464899,9.24733927432,164.709614305,86.6673331102,Car,0.009898201472352017,5.142944885654561
8219,andrea,0.248017646089,0.0942080507815,0.30763755423,0.350948892243,10.1393008806,1.33954283341,1.1202056532480036,0.953037823724,0.964674322019,10.0060705775,91.8536973624,89.7504032084,Walking,0.23637019767380982,1.5005634547537305
20964,Serena,0.0493057809587,0.412846612044,0.0319131683498,0.0429773887897,10.5511852321,0.412780153343,14.679876452262643,0.777502068976,0.786004322608,8.90663231421,79.1518180903,82.2614778719,Car,0.038335346707866716,6.059561653021269
19919,Pierpaolo,0.615398648401,1.2832040781,0.655962204127,0.77845825456,14.0281256028,1.72131441249,1.1202056532480036,0.955201994901,0.955201994901,9.76451291455,36.378865774,77.0642266901,Walking,0.5878300166120143,1.928226135888564
13525,Federica,,0.0170703253858,,,9.72991603253,,14.679876452262643,,,9.65437289522,,49.307657029,Car,,
11663,Damiano,0.0697206347794,0.136865673234,0.0553403769189,0.0857593006413,10.2210419843,0.180260256296,0.1803785331903315,0.595625362675,0.599132353909,9.32240007841,264.730383185,84.2708863708,Still,0.04152737837641135,0.0325150806231857
18321,michelangelo,0.0811692616639,0.78263404893,0.0148701566587,0.0640364727612,12.1367229126,0.243546100176,5.368553579536653,0.670535992226,0.670535992226,7.43204853425,168.489623866,85.8941731588,Bus,0.05442691140805501,1.3074902878820571
416,andrea,0.244124973923,1.24231739624,0.200234337461,0.198893363336,10.9086835103,2.43762164896,5.368553579536653,0.976778155208,0.97812462368,6.3410075235,128.661836052,89.7766526876,Bus,0.23845594166870906,13.086502429080246
8292,andrea,1.42934576729,3.59750474525,0.81500891082,1.54006499352,15.9664575542,4.1463289829,1.1202056532480036,0.953692188124,0.961286617262,4.85396314906,158.228953391,89.6888441528,Walking,1.363155892392578,4.644741166870625
20740,Serena,0.161340101888,0.250972479905,0.159636304387,0.284680088576,10.5403807929,0.626377087989,14.679876452262643,0.690474246812,0.940285430192,9.41997628249,58.234098439,76.3341036733,Car,0.11140118533168814,9.195138264206568
21425,Vincenzo,,0.607952664046,,,11.8420693298,,14.679876452262643,,,8.59208767079,,72.5820730035,Car,,
21275,Vincenzo,,0.843316037804,,,12.5680799449,,14.679876452262643,,,8.39603068193,,76.3777082919,Car,,
12212,Damiano,0.0564291597404,0.0680073112728,0.0702151536085,0.0440438533168,10.0013323255,0.0917316185707,0.1803785331903315,0.701652308551,0.701655862759,9.65153073194,241.751211864,82.8746564628,Still,0.039593650201444806,0.01654641480495784
223,andrea,0.0697946951277,0.496074762922,0.0505212286539,0.102286029335,10.9442072988,1.38717811337,5.368553579536653,0.871737799026,0.873758530633,8.73082062778,153.533953605,89.7859479833,Bus,0.060842673914311876,7.447140025987415
17307,Luca,0.0127756430457,0.340393818273,0.01079960215,0.0210064212481,10.8234202937,0.363732328362,34.72213738533318,0.764436676569,0.76526951847,8.65305077504,105.70889272,,Train,0.009766170110886766,12.629563876872483
20513,Serena,0.0604105694689,0.404480213589,0.0393014901516,0.0400112393576,10.6240792759,0.491550046707,14.679876452262643,0.639665979704,0.639665979704,9.31464192029,79.1688069886,,Car,0.03864258610380047,7.2158939557626915
2398,andrea,0.0700818043205,0.599259222973,0.0527584070903,0.104441778007,10.8010257399,0.893497620811,14.679876452262643,0.62691741484,0.631752697739,8.84849548924,195.527784844,89.7667831585,Car,0.0439355035919306,13.116434683896095
18422,michelangelo,0.862295852112,1.34435492958,0.690324060713,0.887590396854,10.5885028341,0.05006659367,34.72213738533318,0.677349904465,0.677349904465,5.25748826436,185.47867802,64.4647254621,Train,0.584076013048629,1.7384191438253924
13214,Federica,,0.178202575285,,,9.97065163367,,14.679876452262643,,,9.3795202969,,81.1518007734,Car,,
14599,IvanHeibi,0.597423225122,4.03183530328,0.167045640237,0.619693015465,14.6085355752,4.22392584314,1.1202056532480036,0.934641915757,0.937573586687,3.32438745716,87.0721278853,77.2211248915,Walking,0.5583767876457515,4.731665608385768
11876,Damiano,0.00240236738364,0.0147577126384,0.000498914587559,0.0489233019447,9.86490128737,0.0203423203809,0.1803785331903315,0.976823581758,0.97682423913,9.79778912801,243.72301934,36.6501782541,Still,0.0023466891123858197,0.0036693179119945277
9276,AndreaCarpineti,,3.55127096165,,,17.636696067,2.79150653247,1.1202056532480036,,,4.59513110133,,,Walking,,3.127061398751626
20635,Serena,0.330283415294,0.382616036617,0.155730873069,0.315110978414,11.1460381764,0.573316795297,14.679876452262643,0.866940296823,0.866940296823,9.29520764259,78.4715234974,80.814419672,Car,0.28633600209069454,8.416219722967112
4474,andrea,0.0104151997051,0.0842725362768,0.00494697439481,0.0397700176332,9.74929068792,0.0901808806539,34.72213738533318,0.366752405615,0.367068685706,9.49220034632,146.912016047,89.759161852,Train,0.003819799546806063,3.1312729275950506
